+--------------+-------------------+
| feature name |  information gain |
|    t3250     |   0.023482972113  |
|    t2828     |  0.0234292951418  |
|    t1579     |  0.0234064684587  |
|    t5516     |  0.0232339044941  |
|    t2878     |   0.023218863341  |
|    t1249     |  0.0231861846993  |
|    t9174     |  0.0231805094822  |
|    t13344    |   0.022949362424  |
|    t8138     |  0.0229399288221  |
|    t7924     |  0.0229052156734  |
|    t3158     |  0.0228002935513  |
|    t6895     |   0.022773534613  |
|    t12449    |  0.0227171662599  |
|    t1108     |  0.0226783806876  |
|    t9546     |  0.0225981020035  |
|    t11380    |  0.0225706862876  |
|     t285     |  0.0225602866596  |
|    t2431     |  0.0225012770708  |
|    t2460     |   0.022462366394  |
|    t2499     |  0.0222720271292  |
|     t136     |   0.022269660643  |
|    t1032     |  0.0222386720143  |
|    t12965    |   0.022123939662  |
|    t9660     |  0.0220739071102  |
|    t11304    |  0.0220421812873  |
|    t5774     |  0.0219482549777  |
|    t7998     |   0.02190750286   |
|    t12216    |  0.0218618140831  |
|    t12305    |  0.0218451145588  |
|    t3535     |  0.0218177257395  |
|    t1834     |  0.0217683791389  |
|    t5793     |  0.0216987839652  |
|    t3981     |  0.0216729092508  |
|    t3423     |  0.0216647961842  |
|    t5898     |  0.0216413048254  |
|    t9773     |  0.0216209493264  |
|     t706     |  0.0215059967809  |
|    t2008     |  0.0214926097929  |
|    t12076    |  0.0214873223407  |
|    t11176    |   0.021433961341  |
|    t8885     |  0.0214028751327  |
|    t6731     |  0.0212847755391  |
|    t8193     |  0.0212612574795  |
|    t2792     |  0.0212357052877  |
|    t12359    |  0.0212307153751  |
|    t3312     |  0.0212190960141  |
|    t12157    |  0.0212070336111  |
|    t10363    |  0.0211782108096  |
|    t1244     |  0.0209547732545  |
|    t6811     |  0.0208854679657  |
|    t1493     |  0.0208810023418  |
|    t7137     |  0.0208624194098  |
|    t11400    |  0.0208039715739  |
|    t2623     |  0.0207923985351  |
|    t1508     |  0.0207758474894  |
|    t4278     |   0.020707454649  |
|    t11833    |  0.0205654458494  |
|    t12269    |  0.0205622720217  |
|    t8998     |  0.0205033052916  |
|    t2797     |  0.0205001450515  |
|    t12705    |  0.0204856099478  |
|    t2282     |  0.0204437413866  |
|    t12804    |  0.0204411846322  |
|    t8342     |  0.0204391216035  |
|    t5281     |  0.0204034435859  |
|     t387     |  0.0203833986833  |
|    t4126     |  0.0203811562972  |
|    t2079     |  0.0203753868773  |
|    t2114     |  0.0203343243137  |
|     t73      |  0.0202569579694  |
|    t7611     |  0.0202504848383  |
|    t10025    |  0.0202425091112  |
|    t4589     |   0.020119564015  |
|    t5259     |  0.0200996774141  |
|     t224     |  0.0200433234101  |
|    t3046     |  0.0200047504303  |
|    t9323     |  0.0199746302314  |
|     t691     |  0.0199669705652  |
|    t11008    |  0.0199131722071  |
|    t9770     |  0.0198943612109  |
|    t4811     |  0.0198820782046  |
|    t9862     |  0.0198370583664  |
|    t5527     |  0.0198357970763  |
|     t955     |  0.0198256098098  |
|    t6823     |  0.0198078345629  |
|    t3599     |  0.0197697348817  |
|    t3259     |  0.0197118783762  |
|    t7501     |  0.0196629125166  |
|    t4874     |   0.019606763748  |
|    t11045    |  0.0195682600104  |
|    t8992     |  0.0195261150814  |
|    t9946     |  0.0193624515066  |
|    t5369     |  0.0193302508739  |
|    t12958    |  0.0193222450133  |
|    t12245    |  0.0193096497609  |
|    t11316    |  0.0192677315406  |
|    t12071    |  0.0192668497716  |
|    t9348     |  0.0192646275962  |
|     t99      |  0.0192025903184  |
|    t7042     |  0.0191422700374  |
|    t3412     |  0.0190734769736  |
|    t11802    |  0.0190444849518  |
|    t11721    |  0.0190046803423  |
|    t1370     |  0.0189928369384  |
|    t1733     |  0.0189657120578  |
|    t13055    |  0.0189528980009  |
|    t6342     |   0.018910823164  |
|    t2668     |  0.0188869054407  |
|    t4226     |  0.0188150373449  |
|    t3124     |  0.0187823235184  |
|    t4114     |  0.0187505664793  |
|    t1337     |  0.0187468921193  |
|    t1690     |  0.0187354111256  |
|    t9672     |  0.0187303611694  |
|    t4388     |  0.0186522939656  |
|    t9713     |  0.0186121519035  |
|    t7041     |  0.0185930601799  |
|    t8797     |  0.0185923377614  |
|    t4497     |  0.0185156042065  |
|    t9516     |  0.0184382090762  |
|    t10781    |   0.01841963077   |
|    t9366     |  0.0184102134511  |
|    t11454    |  0.0183540056283  |
|    t9606     |  0.0183456749072  |
|    t1581     |  0.0183127707356  |
|    t7889     |  0.0182982098735  |
|    t7619     |  0.0182436554503  |
|    t9241     |  0.0182078542262  |
|    t9733     |  0.0181745049214  |
|    t1997     |  0.0181471205777  |
|    t4434     |  0.0180936467884  |
|    t11689    |  0.0179584881823  |
|    t13185    |  0.0179550496812  |
|    t1121     |  0.0179500780746  |
|    t6090     |  0.0179371479462  |
|    t8232     |  0.0178947522783  |
|    t3038     |  0.0178339740334  |
|    t5036     |  0.0178274473831  |
|    t6423     |   0.017817220669  |
|    t2237     |  0.0177953021738  |
|    t9332     |   0.017619814132  |
|    t3227     |  0.0175358026988  |
|    t2973     |  0.0174888819329  |
|    t1063     |  0.0174279490767  |
|    t8357     |   0.017389906194  |
|    t1191     |  0.0173858286556  |
|    t10700    |  0.0173394556046  |
|    t7374     |  0.0173353100358  |
|    t3600     |  0.0172906871026  |
|    t2952     |   0.01728247386   |
|    t5953     |  0.0172730231099  |
|     t345     |  0.0172606222014  |
|    t4773     |  0.0172350037989  |
|    t8709     |  0.0171789162145  |
|    t2663     |  0.0171609512398  |
|    t7798     |  0.0171311160445  |
|    t2375     |  0.0171057535545  |
|    t8274     |  0.0171023997475  |
|    t4286     |  0.0170971690111  |
|    t12125    |  0.0170282954131  |
|     t651     |  0.0169789783643  |
|     t906     |  0.0169581534689  |
|    t1629     |  0.0169204875417  |
|    t11334    |  0.0169188679991  |
|    t13556    |   0.016910612617  |
|    t10135    |  0.0169007203479  |
|    t9574     |  0.0168938669825  |
|    t12655    |  0.0168289006883  |
|    t6925     |  0.0168203002877  |
|    t1672     |  0.0168183381999  |
|    t7175     |   0.016817751876  |
|    t2946     |  0.0168007565167  |
|    t6213     |  0.0166799623156  |
|    t11690    |  0.0166473574838  |
|    t11921    |  0.0166318370004  |
|    t11374    |  0.0166161186505  |
|    t10494    |  0.0166040994929  |
|    t11408    |  0.0165984867268  |
|    t5590     |   0.016554267057  |
|    t2522     |  0.0165040243643  |
|    t5425     |  0.0164228119582  |
|    t3194     |  0.0164141950088  |
|    t1993     |  0.0164137648034  |
|    t3948     |  0.0163820446634  |
|    t2536     |  0.0163698727028  |
|    t4104     |  0.0163499870775  |
|     t505     |   0.016340541047  |
|    t6830     |  0.0162983346194  |
|    t2206     |   0.016258280843  |
|    t9255     |  0.0162402039544  |
|    t12587    |  0.0162387409584  |
|    t6664     |  0.0162193112641  |
|    t11314    |  0.0161946683097  |
|    t2362     |  0.0161946357725  |
|    t2771     |  0.0161715150208  |
|    t8869     |  0.0161483842198  |
|    t3083     |  0.0161299550826  |
|    t9683     |  0.0161093617384  |
|    t8130     |  0.0161078649825  |
|    t1992     |  0.0160670527395  |
|    t12652    |  0.0160611304762  |
|    t3546     |  0.0160471835331  |
|    t3734     |  0.0160312315157  |
|    t9007     |  0.0160284974468  |
|    t2209     |  0.0160170427964  |
|    t12241    |  0.0159733847401  |
|    t8760     |  0.0159633195984  |
|    t10822    |   0.015950436951  |
|    t2299     |  0.0159467788773  |
|    t1903     |  0.0159234052472  |
|    t2225     |  0.0159094390675  |
|    t9856     |  0.0159073984842  |
|     t932     |  0.0158522968142  |
|    t5771     |  0.0158234520738  |
|    t4986     |  0.0158019721046  |
|    t1774     |  0.0157877179097  |
|    t2371     |   0.015778465005  |
|    t11970    |  0.0157636673207  |
|    t11612    |   0.015728119812  |
|    t12658    |  0.0157275026781  |
|    t9304     |  0.0156700730835  |
|    t4913     |  0.0156303997648  |
|    t12020    |   0.015577827016  |
|    t9053     |  0.0155741290897  |
|    t5508     |  0.0155190772775  |
|    t9894     |  0.0154989780859  |
|    t5410     |  0.0154970144149  |
|    t9510     |  0.0154851495283  |
|     t122     |   0.015427985135  |
|    t12981    |  0.0152782637933  |
|    t5935     |  0.0152443752512  |
|    t8893     |  0.0152428985664  |
|    t1417     |  0.0152283946716  |
|    t11365    |  0.0152067195943  |
|    t11709    |  0.0151984633459  |
|    t9407     |  0.0151833069571  |
|    t11026    |  0.0151759484676  |
|    t9222     |  0.0151675202511  |
|    t7903     |   0.015110690596  |
|    t3128     |  0.0150534867656  |
|    t2978     |   0.015028448742  |
|    t7601     |  0.0150181042249  |
|    t9166     |  0.0150103272198  |
|    t12215    |  0.0149931145813  |
|    t4555     |  0.0149846206681  |
|    t3540     |  0.0149801143178  |
|    t1229     |  0.0149625469355  |
|    t13561    |  0.0149497209252  |
|    t5098     |   0.014917804333  |
|    t4042     |  0.0148971628246  |
|    t2874     |  0.0148646247518  |
|    t2585     |  0.0148622411295  |
|    t5005     |  0.0148241237934  |
|    t2709     |  0.0148127435451  |
|    t13117    |   0.014785789612  |
|    t10026    |  0.0147781479724  |
|    t8407     |  0.0147333638157  |
|    t2241     |  0.0146457568711  |
|    t3403     |  0.0146269039742  |
|    t9326     |  0.0146242485388  |
|    t7936     |  0.0146143706738  |
|    t10876    |  0.0145692073892  |
|    t4323     |  0.0145363500508  |
|    t9530     |  0.0144880286028  |
|    t10170    |  0.0143651582015  |
|    t9495     |  0.0143337842523  |
|    t1536     |  0.0143153997955  |
|    t3563     |  0.0142910649415  |
|    t13263    |  0.0142842289671  |
|    t9800     |  0.0142753298203  |
|    t12050    |  0.0142684461286  |
|    t4566     |  0.0142367497552  |
|    t12165    |  0.0142351271554  |
|    t10444    |   0.014218015951  |
|     t852     |   0.014204783832  |
|    t1664     |  0.0141925025114  |
|    t3014     |  0.0141871880999  |
|    t12252    |  0.0141348803592  |
|    t10694    |  0.0140619200098  |
|    t5705     |  0.0140606770897  |
|    t8788     |  0.0140577586412  |
|    t10074    |  0.0140575131798  |
|    t12847    |  0.0140567248956  |
|    t11156    |  0.0140539078886  |
|    t12864    |  0.0139809458126  |
|     t685     |  0.0139473399347  |
|    t6877     |  0.0139349056385  |
|    t8981     |  0.0139330099694  |
|    t9990     |  0.0138747884593  |
|    t3402     |  0.0138718887674  |
|    t9509     |  0.0138576757642  |
|     t103     |  0.0138411855725  |
|    t12015    |  0.0138268842904  |
|    t8868     |  0.0137773743275  |
|    t9828     |  0.0137716330529  |
|    t4155     |  0.0137700446675  |
|    t10146    |  0.0137222757251  |
|    t3726     |  0.0137144887948  |
|    t6966     |  0.0137094968315  |
|    t10811    |  0.0137039354763  |
|    t7190     |  0.0136832946219  |
|    t4241     |  0.0136322260307  |
|    t9330     |  0.0136094636573  |
|    t5995     |  0.0136071127697  |
|    t3543     |  0.0135817781156  |
|    t1605     |  0.0135753507427  |
|    t11822    |  0.0135366768854  |
|    t11319    |  0.0135160092943  |
|    t8199     |  0.0134667040295  |
|    t12085    |  0.0134475004109  |
|    t5077     |  0.0134069706773  |
|    t10202    |  0.0134006368107  |
|    t3363     |  0.0133619670917  |
|    t2570     |  0.0133472413843  |
|    t9132     |  0.0133229822613  |
|     t361     |  0.0133156688211  |
|    t10391    |  0.0132737176983  |
|    t9705     |  0.0132729528739  |
|    t9929     |  0.0132654742958  |
|    t11819    |  0.0132428817937  |
|    t4002     |  0.0132358702986  |
|    t1615     |  0.0132254998454  |
|    t3570     |  0.0132111311235  |
|    t7248     |  0.0132025941855  |
|    t3741     |  0.0131791748716  |
|    t13509    |  0.0131435646949  |
|     t420     |  0.0131395183368  |
|    t4320     |  0.0131382562474  |
|    t4893     |  0.0131113208184  |
|    t10367    |  0.0131008786175  |
|    t10570    |  0.0130933732758  |
|    t7307     |  0.0130807412714  |
|    t12164    |  0.0130785150029  |
|    t2995     |  0.0130329594166  |
|    t9300     |  0.0129821229248  |
|    t1492     |  0.0129765809154  |
|    t9159     |  0.0129718570661  |
|    t7983     |  0.0129616270169  |
|    t3984     |  0.0129509866914  |
|    t9192     |  0.0129377375854  |
|    t9951     |  0.0129270389685  |
|    t4145     |  0.0129220003107  |
|     t60      |  0.0129132183427  |
|    t7686     |  0.0129117994569  |
|    t6875     |  0.0129069415256  |
|    t1301     |  0.0129067715126  |
|    t6211     |   0.012901499078  |
|    t10463    |  0.0128978968477  |
|    t12844    |  0.0128395530924  |
|    t5280     |  0.0128294743061  |
|    t11283    |  0.0128284166785  |
|    t8608     |  0.0127967971337  |
|    t5903     |  0.0127893981144  |
|    t13099    |  0.0127890835443  |
|    t12235    |  0.0127673968018  |
|    t2495     |  0.0126503617017  |
|    t12090    |  0.0126388072153  |
|    t1360     |  0.0126078303483  |
|    t2516     |  0.0125856383833  |
|    t2672     |   0.012559544382  |
|    t2038     |  0.0125353301751  |
|    t11275    |  0.0125157469196  |
|    t12213    |  0.0125115112044  |
|    t6192     |   0.012507100834  |
|    t4302     |  0.0125056884915  |
|    t2382     |  0.0124985941234  |
|    t6867     |  0.0124871781334  |
|     t150     |  0.0124792877736  |
|    t9254     |  0.0124645869255  |
|    t4158     |  0.0124603666405  |
|     t50      |  0.0124435360332  |
|    t8542     |   0.012431037679  |
|     t894     |  0.0123725500141  |
|    t6693     |  0.0123637104912  |
|    t1172     |  0.0123214661533  |
|    t12149    |  0.0123086932298  |
|    t8749     |   0.012259541885  |
|    t12553    |  0.0122446841671  |
|    t6087     |  0.0122347551377  |
|    t5913     |   0.012215925614  |
|    t1351     |  0.0122043354869  |
|    t11133    |  0.0121738043713  |
|    t6835     |  0.0121640122748  |
|    t5345     |  0.0121625839121  |
|    t10595    |  0.0121608250089  |
|    t8882     |  0.0121595367478  |
|    t8524     |  0.0121364888774  |
|    t1423     |   0.012129904584  |
|    t8276     |  0.0121208267597  |
|    t3782     |  0.0121204274578  |
|    t12197    |  0.0120451397205  |
|    t6404     |  0.0120432303396  |
|    t8488     |  0.0120418124654  |
|    t9907     |  0.0120413832718  |
|    t4776     |  0.0120391317497  |
|    t10562    |  0.0120137963361  |
|    t10844    |  0.0120096304563  |
|    t11672    |  0.0120045798098  |
|    t3315     |  0.0120038400171  |
|    t8910     |  0.0119854405935  |
|    t5782     |  0.0119748199687  |
|    t5943     |  0.0119589016365  |
|    t1022     |  0.0119559810006  |
|    t2445     |  0.0119537748979  |
|    t6372     |  0.0119526644429  |
|    t4746     |   0.011943571983  |
|    t2402     |  0.0119238318158  |
|    t6383     |   0.011913794376  |
|    t2012     |  0.0118954014603  |
|    t4107     |  0.0118592418098  |
|    t9308     |  0.0118287692831  |
|    t12583    |   0.011822102037  |
|    t11171    |  0.0118037370768  |
|    t1865     |  0.0117839953108  |
|    t2748     |  0.0117668420068  |
|    t7838     |  0.0117158306013  |
|    t12588    |  0.0117098863468  |
|    t10685    |  0.0117093995229  |
|    t2006     |  0.0117088338071  |
|    t4797     |  0.0116688043441  |
|    t7299     |  0.0116403817539  |
|    t9887     |  0.0116062176893  |
|    t4368     |  0.0115858694038  |
|    t4304     |  0.0115781015695  |
|    t9073     |  0.0115712560628  |
|     t172     |  0.0115482062978  |
|    t3070     |  0.0115447180377  |
|    t10834    |  0.0115437958795  |
|    t7004     |  0.0115377255365  |
|    t4690     |  0.0115329712329  |
|    t11044    |   0.011520003498  |
|     t442     |  0.0115158718675  |
|    t7277     |  0.0115028853458  |
|    t6074     |  0.0114928174331  |
|    t11548    |  0.0114868414032  |
|    t5272     |  0.0114539838924  |
|    t3394     |  0.0114539607166  |
|    t4641     |  0.0114380898784  |
|    t1399     |   0.011409366251  |
|    t11127    |  0.0114040761913  |
|    t10151    |  0.0113565274194  |
|    t12895    |  0.0113543382414  |
|    t3909     |  0.0113501768405  |
|    t4325     |  0.0113294722148  |
|     t437     |  0.0113283286378  |
|    t9439     |  0.0113143210121  |
|    t9100     |  0.0113084344513  |
|    t9094     |  0.0113079442547  |
|    t5290     |  0.0112956769072  |
|    t6617     |   0.011288084683  |
|    t4251     |   0.011264345835  |
|    t9571     |  0.0112447334543  |
|    t2262     |  0.0112404408595  |
|    t2546     |   0.011237759191  |
|    t7670     |  0.0112162552087  |
|    t6179     |  0.0112097783567  |
|    t5952     |  0.0112053470983  |
|    t8691     |  0.0111952461288  |
|    t11125    |  0.0111686808555  |
|    t12413    |  0.0111571548338  |
|    t3936     |  0.0111528156248  |
|    t2364     |  0.0111469131575  |
|    t12761    |  0.0111357994851  |
|     t541     |  0.0111246376118  |
|    t1557     |  0.0111128853566  |
|    t3434     |  0.0111110598464  |
|    t10726    |  0.0111021590125  |
|    t7104     |  0.0110948093597  |
|    t3844     |  0.0110672004591  |
|    t4500     |  0.0110669945132  |
|    t10639    |  0.0110540867413  |
|    t12454    |   0.01105103362   |
|    t2525     |  0.0110406770423  |
|     t251     |  0.0110316626485  |
|    t9535     |  0.0110291070963  |
|    t5919     |  0.0110263432146  |
|     t836     |  0.0110253340744  |
|    t6836     |  0.0110225590266  |
|    t2100     |  0.0110154590812  |
|    t10095    |  0.0110065165413  |
|     t797     |  0.0110056503759  |
|    t2977     |   0.010992794102  |
|    t5701     |  0.0109880928642  |
|    t9626     |  0.0109534919158  |
|    t6516     |  0.0109498277014  |
|     t787     |  0.0109401978008  |
|    t12028    |  0.0109332325098  |
|    t1888     |  0.0109300282415  |
|    t11762    |   0.010892397598  |
|    t12221    |  0.0108840532081  |
|    t1741     |  0.0108764228025  |
|    t3417     |  0.0108613212316  |
|    t2236     |  0.0108578573912  |
|    t11352    |  0.0108550462887  |
|    t4021     |  0.0108504755897  |
|    t11449    |  0.0108453434266  |
|    t9602     |   0.010838613784  |
|    t3809     |  0.0108329051263  |
|    t8157     |  0.0108162052479  |
|    t12352    |  0.0108151976553  |
|    t9229     |  0.0108149254729  |
|    t6194     |  0.0108044446798  |
|    t6999     |   0.010800269823  |
|    t13137    |  0.0107987085247  |
|     t261     |  0.0107856867586  |
|    t9021     |  0.0107624278087  |
|    t10540    |  0.0107209610397  |
|    t2974     |  0.0107204480776  |
|    t10293    |  0.0107198381354  |
|    t13505    |  0.0107134985116  |
|     t695     |  0.0107036287512  |
|    t7667     |  0.0106928554833  |
|    t8520     |  0.0106890831205  |
|    t4094     |   0.010661981494  |
|    t4882     |   0.010661285918  |
|    t9704     |  0.0106385790699  |
|    t7893     |  0.0106373632124  |
|    t9113     |  0.0106371395764  |
|    t6661     |  0.0106354990346  |
|    t7242     |  0.0106292019343  |
|    t11724    |  0.0106274832846  |
|    t7661     |  0.0106245867085  |
|    t10749    |  0.0106227872595  |
|    t3166     |   0.010602043277  |
|    t3378     |  0.0105976938433  |
|     t244     |  0.0105929757751  |
|     t77      |  0.0105885755648  |
|    t9313     |  0.0105759135758  |
|    t9299     |  0.0105730832305  |
|    t13083    |   0.010542810984  |
|    t8154     |  0.0105373140245  |
|    t3872     |  0.0104962417459  |
|    t8778     |  0.0104696749173  |
|    t12852    |  0.0104580361314  |
|    t10991    |  0.0104567300356  |
|    t12391    |  0.0104447176532  |
|    t2655     |  0.0104342614544  |
|     t182     |  0.0104335546194  |
|    t6787     |  0.0104318612288  |
|    t9979     |  0.0104176230832  |
|    t11450    |  0.0104142012752  |
|    t13064    |  0.0104139469586  |
|    t5090     |  0.0104138048567  |
